[6/6/2022 10:17:39 PM]
Idx 16 : [ 1.882041 , 0.0715757 , 5.207972 , 1.624507 , 0.07222289 , 5.219213 , -0.0001232057 , 0.000559289 , -0.0002075043 , 0.0003501636 , 5.673946E-05 , -0.002334424 , -0.002418722 , -0.0005803637 , -0.003112565 , 2.12566 , 20.66578 , 0.3574347 , 261.8301 , ]
Idx 17 : [ 1.882031 , 0.07157707 , 5.207941 , 1.624497 , 0.07220572 , 5.219156 , -0.0001734942 , 2.375218E-05 , -0.0005287441 , -0.0001817558 , -0.0002974186 , -0.0009913952 , -0.001540793 , -0.0003697078 , -0.001949744 , 2.125571 , 20.66567 , 0.3574688 , 261.84 , ]
Idx 18 : [ 1.881954 , 0.07157445 , 5.207899 , 1.624467 , 0.07218713 , 5.21907 , -0.009590042 , -0.0003286307 , -0.005258091 , -0.00373444 , -0.00233029 , -0.01075519 , -0.01114357 , -0.002673859 , -0.01410124 , 2.125482 , 20.66556 , 0.3574961 , 261.8498 , ]
Idx 19 : [ 1.881881 , 0.07157254 , 5.207863 , 1.624415 , 0.07216895 , 5.218994 , -0.00215413 , -5.631713E-05 , -0.001070025 , -0.001520563 , -0.0005367727 , -0.002252685 , -0.002625786 , -0.0006300479 , -0.003379028 , 2.125393 , 20.66544 , 0.3575149 , 261.8594 , ]
Idx 20 : [ 1.881836 , 0.07158029 , 5.207958 , 1.624354 , 0.07214636 , 5.218817 , -0.001243477 , 0.0002104844 , 0.002590577 , -0.001664446 , -0.000613643 , -0.004818473 , -0.00242219 , -0.0005796416 , -0.003056881 , 2.125304 , 20.66533 , 0.3577984 , 261.876 , ]
Idx 21 : [ 1.881952 , 0.07159871 , 5.207907 , 1.624395 , 0.07209319 , 5.218227 , 0.003874814 , 0.0006133799 , -0.001715082 , 0.001381594 , -0.001770663 , -0.01962816 , -0.002953752 , -0.0007066772 , -0.003747771 , 2.125216 , 20.66522 , 0.3522641 , 261.9014 , ]
Idx 22 : [ 1.882048 , 0.07161409 , 5.207817 , 1.624467 , 0.07208413 , 5.217825 , 0.002887204 , 0.0004620959 , -0.002693769 , 0.002163612 , -0.0002722426 , -0.0120933 , -0.002672276 , -0.0006412029 , -0.003438853 , 2.125127 , 20.6651 , 0.3468391 , 261.9291 , ]
Idx 23 : [ 1.882045 , 0.07162511 , 5.207453 , 1.624553 , 0.07208896 , 5.217583 , -6.003911E-05 , 0.0002524372 , -0.008339978 , 0.001964916 , 0.0001105265 , -0.005545431 , -0.002035872 , -0.0004885001 , -0.002576224 , 2.125038 , 20.66499 , 0.3411034 , 261.9484 , ]
Idx 24 : [ 1.881996 , 0.07164294 , 5.207382 , 1.624638 , 0.07209617 , 5.217587 , -0.001845407 , 0.0006631931 , -0.002626156 , 0.003140741 , 0.0002683825 , 0.0001419544 , -0.003318183 , -0.0007940573 , -0.004187654 , 2.124949 , 20.66488 , 0.334565 , 261.9475 , ]
Idx 25 : [ 1.882111 , 0.07160181 , 5.206871 , 1.624715 , 0.07204682 , 5.217314 , 0.003695737 , -0.001317179 , -0.0163712 , 0.002489278 , -0.001580615 , -0.008735379 , -0.002840525 , -0.000683406 , -0.003665194 , 2.12486 , 20.66476 , 0.3280267 , 261.9466 , ]
Idx 26 : [ 1.882329 , 0.07156694 , 5.206371 , 1.624812 , 0.07199717 , 5.217035 , 0.006516941 , -0.001045069 , -0.01497753 , 0.002901182 , -0.001488106 , -0.008346258 , -0.002665372 , -0.0006395463 , -0.003372803 , 2.124771 , 20.66465 , 0.3214936 , 261.9457 , ]
Idx 27 : [ 1.88255 , 0.07153797 , 5.206085 , 1.624944 , 0.07194877 , 5.216869 , 0.006142386 , -0.0008042025 , -0.007942741 , 0.003653661 , -0.001343647 , -0.00460679 , -0.002468869 , -0.0005923961 , -0.003124145 , 2.124682 , 20.66454 , 0.31418 , 261.9264 , ]
Idx 28 : [ 1.882702 , 0.07149583 , 5.205788 , 1.625085 , 0.07190222 , 5.216751 , 0.005268955 , -0.001464289 , -0.01033908 , 0.004912721 , -0.001617553 , -0.004109122 , -0.003090126 , -0.0007414646 , -0.00397657 , 2.124593 , 20.66442 , 0.3067026 , 261.9038 , ]
Idx 29 : [ 1.882699 , 0.07144731 , 5.205465 , 1.62516 , 0.07184118 , 5.21645 , -6.611792E-05 , -0.0013455 , -0.008939143 , 0.002069491 , -0.001692619 , -0.008357305 , -0.002466199 , -0.0005884495 , -0.003120766 , 2.124504 , 20.66431 , 0.303354 , 261.9086 , ]
Idx 30 : [ 1.882632 , 0.07143372 , 5.205339 , 1.625222 , 0.07178068 , 5.216156 , -0.002038155 , -0.0004119675 , -0.00381612 , 0.00187915 , -0.001833978 , -0.008904279 , -0.00268863 , -0.000650475 , -0.00341138 , 2.124415 , 20.6642 , 0.300014 , 261.9135 , ]
Idx 31 : [ 1.88267 , 0.0714277 , 5.205231 , 1.625283 , 0.07176423 , 5.21608 , 0.001174454 , -0.0001876896 , -0.003389563 , 0.001910346 , -0.0005128944 , -0.00237864 , -0.002780036 , -0.0006615594 , -0.003567961 , 2.124326 , 20.66409 , 0.296674 , 261.9183 , ]
Idx 32 : [ 1.882822 , 0.07142979 , 5.205147 , 1.625361 , 0.07178664 , 5.216188 , 0.004299292 , 5.877938E-05 , -0.002364611 , 0.00219667 , 0.0006314585 , 0.003063246 , -0.002505681 , -0.0006012291 , -0.003170728 , 2.124237 , 20.66397 , 0.2933425 , 261.9232 , ]
Idx 33 : [ 1.882989 , 0.07143319 , 5.205063 , 1.625437 , 0.07178867 , 5.216198 , 0.004737921 , 9.67269E-05 , -0.002389324 , 0.002151749 , 5.769675E-05 , 0.0002715141 , -0.002531869 , -0.0006075128 , -0.003203866 , 2.124148 , 20.66386 , 0.2900025 , 261.928 , ]
Idx 34 : [ 1.883134 , 0.07143849 , 5.205109 , 1.625511 , 0.0717997 , 5.216387 , 0.005124688 , 0.0001863142 , 0.001607745 , 0.00262096 , 0.0003872824 , 0.006631949 , -0.003115006 , -0.0007494438 , -0.004019363 , 2.12406 , 20.66375 , 0.2862561 , 261.9234 , ]
Idx 35 : [ 1.883268 , 0.07144219 , 5.205151 , 1.625608 , 0.07175827 , 5.216312 , 0.003787202 , 0.0001052 , 0.001194529 , 0.00276235 , -0.001179259 , -0.002117575 , -0.002538375 , -0.0006074454 , -0.003203511 , 2.123971 , 20.66363 , 0.282508 , 261.9188 , ]
Idx 36 : [ 1.883319 , 0.07144028 , 5.205179 , 1.625686 , 0.07171774 , 5.216248 , 0.001541393 , -5.708864E-05 , 0.0008563296 , 0.002333498 , -0.001213134 , -0.001941014 , -0.002661758 , -0.0006386792 , -0.00336823 , 2.123882 , 20.66352 , 0.2787616 , 261.9142 , ]
Idx 37 : [ 1.883255 , 0.07143086 , 5.205191 , 1.625703 , 0.07166797 , 5.216131 , -0.001908921 , -0.0002792681 , 0.0003393637 , 0.0004949055 , -0.001475879 , -0.003450198 , -0.002637139 , -0.000632772 , -0.003393637 , 2.123793 , 20.66341 , 0.2750101 , 261.9096 , ]
Idx 38 : [ 1.883186 , 0.0714187 , 5.205105 , 1.625734 , 0.07161331 , 5.215908 , -0.002030145 , -0.0003620189 , -0.002555428 , 0.0009227933 , -0.001627311 , -0.006644112 , -0.002640609 , -0.0006353077 , -0.00335045 , 2.123704 , 20.66329 , 0.2715676 , 261.9119 , ]
Idx 39 : [ 1.883228 , 0.07141507 , 5.205042 , 1.625754 , 0.07159173 , 5.215849 , 0.001323846 , -0.0001166974 , -0.002020205 , 0.0006427924 , -0.0006925323 , -0.001897768 , -0.002861957 , -0.00068488 , -0.003611881 , 2.123615 , 20.66318 , 0.2681167 , 261.9141 , ]
Idx 40 : [ 1.883318 , 0.07141602 , 5.20499 , 1.625763 , 0.07157034 , 5.215794 , 0.002456868 , 2.593E-05 , -0.00140022 , 0.0002528175 , -0.0005818044 , -0.00150394 , -0.00241149 , -0.0005769425 , -0.0031116 , 2.123526 , 20.66307 , 0.2646622 , 261.9164 , ]
Idx 41 : [ 1.883475 , 0.07146281 , 5.2052 , 1.625935 , 0.07154912 , 5.215738 , 0.004306918 , 0.001280656 , 0.005742557 , 0.00469193 , -0.0005807814 , -0.001513947 , 0.002205664 , -0.000587307 , -0.003080099 , 2.123607 , 20.66295 , 0.2612147 , 261.9186 , ]
Idx 42 : [ 1.88361 , 0.07150871 , 5.205093 , 1.626119 , 0.07151961 , 5.215473 , 0.004093726 , 0.001394765 , -0.003245998 , 0.005608042 , -0.0008966346 , -0.008057032 , 0.002441744 , -0.0006448523 , -0.003419891 , 2.123687 , 20.66284 , 0.2584997 , 261.9375 , ]
Idx 43 : [ 1.883761 , 0.07156473 , 5.205038 , 1.626326 , 0.0715335 , 5.215418 , 0.004482567 , 0.001669419 , -0.001648107 , 0.006166194 , 0.0004138028 , -0.001648107 , 0.002394018 , -0.0006358 , -0.003409877 , 2.123767 , 20.66273 , 0.2557812 , 261.9562 , ]
Idx 44 : [ 1.883986 , 0.07161415 , 5.205044 , 1.626554 , 0.07155257 , 5.215492 , 0.007807945 , 0.001714191 , 0.0001985071 , 0.00791547 , 0.0006616903 , 0.002580592 , 0.002795641 , -0.0007402659 , -0.003903972 , 2.123848 , 20.66261 , 0.2526581 , 261.9656 , ]
Idx 45 : [ 1.884306 , 0.07159019 , 5.204655 , 1.626794 , 0.07149714 , 5.215052 , 0.01027901 , -0.0007697766 , -0.01250025 , 0.007697766 , -0.001780826 , -0.0141547 , 0.002588901 , -0.0006855224 , -0.003615269 , 2.123929 , 20.6625 , 0.2495366 , 261.975 , ]
Idx 46 : [ 1.884564 , 0.0715704 , 5.204533 , 1.627037 , 0.07145423 , 5.214895 , 0.007008048 , -0.0005370895 , -0.003313131 , 0.006587436 , -0.001164773 , -0.004244949 , 0.002187184 , -0.0005791508 , -0.00310606 , 2.124009 , 20.66239 , 0.2455614 , 261.9654 , ]
Idx 47 : [ 1.884752 , 0.07154328 , 5.204414 , 1.627237 , 0.07141805 , 5.214911 , 0.005353918 , -0.0007699219 , -0.003357198 , 0.005685577 , -0.001027127 , 0.0004331868 , 0.002287768 , -0.0006057846 , -0.003140604 , 2.12409 , 20.66228 , 0.241091 , 261.9446 , ]
Idx 48 : [ 1.884906 , 0.07151598 , 5.204386 , 1.627415 , 0.07138681 , 5.215034 , 0.004549056 , -0.0008087996 , -0.0008476502 , 0.005276623 , -0.0009253515 , 0.003673151 , 0.002387548 , -0.0006286739 , -0.003390601 , 2.12417 , 20.66216 , 0.236303 , 261.9169 , ]
Idx 49 : [ 1.885121 , 0.07147646 , 5.20435 , 1.627597 , 0.07134682 , 5.215012 , 0.006641575 , -0.001217745 , -0.001116725 , 0.005620359 , -0.001232438 , -0.0007053 , 0.002483244 , -0.0006612187 , -0.003467725 , 2.124251 , 20.66205 , 0.2316499 , 261.8923 , ]
Idx 50 : [ 1.885374 , 0.07143635 , 5.204199 , 1.627783 , 0.07133043 , 5.215012 , 0.007522904 , -0.001194084 , -0.004485354 , 0.005521528 , -0.0004879242 , 0 , 0.002398813 , -0.0006316401 , -0.003349822 , 2.124331 , 20.66194 , 0.2273691 , 261.8759 , ]
Idx 51 : [ 1.885532 , 0.07144594 , 5.204163 , 1.627959 , 0.07130325 , 5.214783 , 0.004730996 , 0.0002876474 , -0.001086271 , 0.005274131 , -0.0008147032 , -0.006860658 , 0.002408377 , -0.0006396134 , -0.003430329 , 2.124412 , 20.66182 , 0.2236859 , 261.873 , ]
Idx 52 : [ 1.885666 , 0.07145482 , 5.204126 , 1.628121 , 0.0712747 , 5.214552 , 0.004815675 , 0.0003180565 , -0.001297841 , 0.005823209 , -0.001022477 , -0.0082652 , 0.002877451 , -0.0007684587 , -0.004030139 , 2.124492 , 20.66171 , 0.2199992 , 261.8701 , ]
Idx 53 : [ 1.885845 , 0.07145649 , 5.203878 , 1.628313 , 0.07124978 , 5.214367 , 0.005208839 , 4.874582E-05 , -0.007242236 , 0.005591842 , -0.0007277054 , -0.005403822 , 0.002353727 , -0.0006197683 , -0.003286861 , 2.124573 , 20.6616 , 0.2163092 , 261.8672 , ]
Idx 54 : [ 1.886067 , 0.07146263 , 5.203644 , 1.628515 , 0.07122582 , 5.214186 , 0.005927334 , 0.0001635893 , -0.006251336 , 0.005393683 , -0.0006384748 , -0.004828267 , 0.002147308 , -0.000568592 , -0.003049432 , 2.124653 , 20.66148 , 0.2126243 , 261.8643 , ]
Idx 55 : [ 1.886318 , 0.07147002 , 5.20339 , 1.628696 , 0.07120049 , 5.21398 , 0.007511982 , 0.0002215713 , -0.007604899 , 0.005417776 , -0.0007594178 , -0.006175407 , 0.002415842 , -0.0006396978 , -0.003373602 , 2.124734 , 20.66137 , 0.2089462 , 261.8614 , ]
Idx 56 : [ 1.88657 , 0.07147378 , 5.203056 , 1.628864 , 0.07117528 , 5.213778 , 0.007353364 , 0.0001094664 , -0.00973035 , 0.004892976 , -0.0007349889 , -0.005893812 , 0.002349184 , -0.0006220473 , -0.003280518 , 2.124815 , 20.66126 , 0.2052545 , 261.8585 , ]
Idx 57 : [ 1.886816 , 0.07148033 , 5.202831 , 1.629003 , 0.07113469 , 5.213469 , 0.007563312 , 0.0002013466 , -0.006911681 , 0.004275871 , -0.001246519 , -0.009488918 , 0.002474733 , -0.0006552918 , -0.003514414 , 2.124895 , 20.66114 , 0.2012007 , 261.8476 , ]
Idx 58 : [ 1.887077 , 0.07147962 , 5.202684 , 1.62914 , 0.07109559 , 5.213184 , 0.007838565 , -2.151482E-05 , -0.004417709 , 0.004102158 , -0.001176143 , -0.008548553 , 0.002424003 , -0.0006418587 , -0.003384998 , 2.124976 , 20.66103 , 0.1971436 , 261.8367 , ]
Idx 59 : [ 1.887354 , 0.07148218 , 5.202618 , 1.629306 , 0.07106453 , 5.213026 , 0.008072173 , 7.480678E-05 , -0.001948455 , 0.004857221 , -0.0009063798 , -0.004620623 , 0.002352064 , -0.0006193305 , -0.003284539 , 2.125056 , 20.66092 , 0.1928303 , 261.8203 , ]
Idx 60 : [ 1.887604 , 0.07148075 , 5.202459 , 1.62945 , 0.07103163 , 5.212816 , 0.007752129 , -4.429788E-05 , -0.004902299 , 0.00445932 , -0.001018851 , -0.006497023 , 0.002488064 , -0.0006644682 , -0.00354383 , 2.125137 , 20.6608 , 0.1887168 , 261.8083 , ]
Idx 61 : [ 1.887802 , 0.0714761 , 5.202297 , 1.62961 , 0.07099909 , 5.212605 , 0.005866338 , -0.0001378236 , -0.004806156 , 0.004735478 , -0.0009647652 , -0.006276275 , 0.002381874 , -0.0006290411 , -0.003336038 , 2.125217 , 20.66069 , 0.1846067 , 261.7964 , ]
Idx 62 : [ 1.887975 , 0.07146585 , 5.202007 , 1.629789 , 0.07096237 , 5.212296 , 0.005282276 , -0.0003120026 , -0.008823142 , 0.005470929 , -0.001117405 , -0.009403612 , 0.002452485 , -0.0006494007 , -0.003424773 , 2.125298 , 20.66058 , 0.1808005 , 261.7911 , ]
Idx 63 : [ 1.888166 , 0.07145619 , 5.201719 , 1.629989 , 0.07092452 , 5.211964 , 0.005572123 , -0.0002820887 , -0.008413905 , 0.005822868 , -0.001105718 , -0.009695494 , 0.002354222 , -0.0006233812 , -0.003343274 , 2.125378 , 20.66047 , 0.176991 , 261.7859 , ]
Idx 64 : [ 1.888368 , 0.07144749 , 5.20141 , 1.630249 , 0.07091171 , 5.211731 , 0.0061702 , -0.0002655805 , -0.009429929 , 0.007945588 , -0.0003910946 , -0.007101551 , 0.002459349 , -0.0006512181 , -0.003434357 , 2.125459 , 20.66035 , 0.1731831 , 261.7806 , ]
Idx 65 : [ 1.888556 , 0.07143754 , 5.201096 , 1.630501 , 0.07090044 , 5.211512 , 0.005695594 , -0.0003025332 , -0.00956512 , 0.007666589 , -0.0003423878 , -0.006666599 , 0.00244925 , -0.0006485441 , -0.003420255 , 2.125539 , 20.66024 , 0.1693719 , 261.7754 , ]
Idx 66 : [ 1.888765 , 0.07143164 , 5.200893 , 1.630731 , 0.07086813 , 5.21133 , 0.007334539 , -0.0002072259 , -0.007100102 , 0.008079715 , -0.001134509 , -0.006363299 , 0.002829993 , -0.0007493622 , -0.004018926 , 2.12562 , 20.66013 , 0.1651576 , 261.7615 , ]
Idx 67 : [ 1.889029 , 0.07142699 , 5.200624 , 1.630978 , 0.07083678 , 5.211149 , 0.007493292 , -0.0001318765 , -0.00762855 , 0.006999601 , -0.0008893213 , -0.005139804 , 0.00228586 , -0.000601898 , -0.003192088 , 2.1257 , 20.66001 , 0.1609519 , 261.7476 , ]
Idx 68 : [ 1.889312 , 0.07142919 , 5.200418 , 1.631229 , 0.07080358 , 5.210974 , 0.008677835 , 6.751049E-05 , -0.006305845 , 0.007663352 , -0.001016307 , -0.005371645 , 0.00246687 , -0.0006568588 , -0.00344486 , 2.125781 , 20.6599 , 0.156473 , 261.7284 , ]
Idx 69 : [ 1.889574 , 0.07143021 , 5.200235 , 1.631478 , 0.07076603 , 5.210762 , 0.008130008 , 3.143998E-05 , -0.005681389 , 0.007752728 , -0.001165129 , -0.006569106 , 0.002485608 , -0.0006620889 , -0.003550868 , 2.125861 , 20.65979 , 0.151796 , 261.7048 , ]
Idx 70 : [ 1.889878 , 0.07142961 , 5.200018 , 1.631764 , 0.07072288 , 5.210529 , 0.009059478 , -1.777763E-05 , -0.006485278 , 0.008504816 , -0.0012871 , -0.006940385 , 0.002403535 , -0.0006328835 , -0.003356416 , 2.125942 , 20.65967 , 0.146629 , 261.6712 , ]
Idx 71 : [ 1.890184 , 0.07142895 , 5.199688 , 1.632102 , 0.07066518 , 5.210163 , 0.008299937 , -1.780408E-05 , -0.008960306 , 0.009193378 , -0.001566759 , -0.009944386 , 0.002188283 , -0.0005826788 , -0.003055827 , 2.126022 , 20.65956 , 0.1407413 , 261.6225 , ]
Idx 72 : [ 1.890523 , 0.0714187 , 5.199196 , 1.632477 , 0.07066923 , 5.209959 , 0.01026046 , -0.000310267 , -0.01489282 , 0.01133557 , 0.0001226637 , -0.006176479 , 0.002438843 , -0.0006421806 , -0.003463446 , 2.126103 , 20.65945 , 0.1341041 , 261.558 , ]
Idx 73 : [ 1.890788 , 0.07135624 , 5.198362 , 1.632815 , 0.07069749 , 5.209715 , 0.007306359 , -0.001721462 , -0.02297035 , 0.009336634 , 0.0007786003 , -0.006728158 , 0.002220818 , -0.0005880568 , -0.00310126 , 2.126184 , 20.65933 , 0.1264952 , 261.4734 , ]
Idx 74 : [ 1.891265 , 0.07132655 , 5.197702 , 1.633345 , 0.07069033 , 5.209211 , 0.01506109 , -0.0009375529 , -0.02084455 , 0.01673287 , -0.0002259164 , -0.01590451 , 0.002545324 , -0.0006739838 , -0.003554418 , 2.126264 , 20.65922 , 0.1005865 , 261.3509 , ]
Idx 75 : [ 1.89184 , 0.07130671 , 5.197218 , 1.633952 , 0.07062042 , 5.208609 , 0.01948611 , -0.0006722829 , -0.01640936 , 0.02053592 , -0.002368132 , -0.02041479 , 0.002729509 , -0.0007227546 , -0.003876226 , 2.126345 , 20.65911 , 0.07266641 , 261.1989 , ]
Idx 76 : [ 1.891654 , 0.07107788 , 5.196466 , 1.633834 , 0.0705806 , 5.208199 , -0.005276233 , -0.006508823 , -0.0213762 , -0.003356986 , -0.001132559 , -0.01166468 , 0.002292245 , -0.0006069702 , -0.003201005 , 2.126425 , 20.65899 , 0.1088511 , 261.0479 , ]
Idx 77 : [ 1.891429 , 0.07084018 , 5.195993 , 1.633768 , 0.07048017 , 5.207819 , -0.006844815 , -0.00720621 , -0.01434014 , -0.001994899 , -0.00304475 , -0.01150681 , 0.002443028 , -0.0006468965 , -0.003411566 , 2.126506 , 20.65888 , 0.1464975 , 260.9218 , ]
Idx 78 : [ 1.891053 , 0.07063174 , 5.195721 , 1.633569 , 0.07036358 , 5.20751 , -0.009934029 , -0.005510676 , -0.007210996 , -0.005256967 , -0.003082322 , -0.0081691 , 0.002117915 , -0.0005609953 , -0.003025593 , 2.126586 , 20.65877 , 0.185165 , 260.8132 , ]
Idx 79 : [ 1.890578 , 0.07048875 , 5.195648 , 1.633163 , 0.07027376 , 5.207285 , -0.0174216 , -0.005250556 , -0.00266139 , -0.01490904 , -0.003298286 , -0.008264318 , 0.002959046 , -0.0007879117 , -0.004132159 , 2.126667 , 20.65866 , 0.2246592 , 260.7186 , ]
Idx 80 : [ 1.890078 , 0.07041138 , 5.195892 , 1.632643 , 0.07022375 , 5.207138 , -0.01463798 , -0.002261917 , 0.007137759 , -0.01518865 , -0.001462056 , -0.004293808 , 0.002356018 , -0.0006203717 , -0.003290061 , 2.126747 , 20.65854 , 0.2657209 , 260.6539 , ]
Idx 81 : [ 1.8893 , 0.07031596 , 5.196276 , 1.63195 , 0.07023954 , 5.20743 , -0.01981373 , -0.002431907 , 0.009770158 , -0.01768107 , 0.0004025329 , 0.007436986 , 0.002053677 , -0.0005437992 , -0.002916465 , 2.126828 , 20.65843 , 0.3246116 , 260.628 , ]
Idx 82 : [ 1.888511 , 0.07025385 , 5.196972 , 1.631403 , 0.07026994 , 5.208065 , -0.02209218 , -0.0017392 , 0.01949506 , -0.01531564 , 0.0008512398 , 0.0177859 , 0.00225662 , -0.000597537 , -0.003151256 , 2.126908 , 20.65832 , 0.372277 , 260.6349 , ]
Idx 83 : [ 1.886735 , 0.07012999 , 5.197927 , 1.63005 , 0.07039231 , 5.208981 , -0.05475295 , -0.003818008 , 0.02945635 , -0.04170043 , 0.003772074 , 0.02822165 , 0.002484093 , -0.0006577703 , -0.003468912 , 2.126989 , 20.6582 , 0.4376042 , 260.6703 , ]
Idx 84 : [ 1.884664 , 0.0700103 , 5.199129 , 1.628233 , 0.07061541 , 5.210133 , -0.08005913 , -0.004627482 , 0.04645918 , -0.07023264 , 0.00862583 , 0.04454182 , 0.003115715 , -0.0008250192 , -0.004424684 , 2.127069 , 20.65809 , 0.5226448 , 260.7344 , ]
Idx 85 : [ 1.882462 , 0.06990319 , 5.200497 , 1.626141 , 0.07088733 , 5.211437 , -0.0652618 , -0.003174068 , 0.04052633 , -0.06199765 , 0.008057928 , 0.0386611 , 0.002388058 , -0.0006323407 , -0.003334802 , 2.12715 , 20.65798 , 0.6225635 , 260.8029 , ]
Idx 86 : [ 1.880131 , 0.06979162 , 5.201929 , 1.623935 , 0.07115597 , 5.212793 , -0.06747279 , -0.00323008 , 0.0414665 , -0.06386311 , 0.007776695 , 0.0392579 , 0.002332836 , -0.0006177184 , -0.003257688 , 2.127231 , 20.65786 , 0.7317535 , 260.8439 , ]
Idx 87 : [ 1.877636 , 0.06968677 , 5.203358 , 1.621689 , 0.07141805 , 5.214127 , -0.07070063 , -0.002970345 , 0.0404737 , -0.06364205 , 0.007425019 , 0.03777185 , 0.002269553 , -0.0006045387 , -0.003242219 , 2.127311 , 20.65775 , 0.8467318 , 260.8504 , ]
